latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
16.34205,80.6662,333.28,1.68,1.27,2022-05-16,0824,A,79,6.1NRT,303.73,28.14,D
16.32104,80.49738,334.71,1.63,1.26,2022-05-16,0824,A,79,6.1NRT,304.44,33.33,D
16.35539,80.68032,332.47,1.68,1.28,2022-05-16,0824,A,71,6.1NRT,305.28,28.38,D
16.35345,80.66473,331.35,1.68,1.27,2022-05-16,0824,A,76,6.1NRT,303.99,22.54,D
16.32287,80.50568,330.3,1.64,1.26,2022-05-16,0824,A,64,6.1NRT,303.39,21.15,D
16.55323,80.7153,331.79,1.71,1.28,2022-05-16,0824,A,65,6.1NRT,299.93,32.59,D
16.10448,77.04013,334.62,1.05,1.02,2022-05-16,0824,A,74,6.1NRT,301.49,18.11,D
17.02537,80.18754,328.08,1.59,1.24,2022-05-16,0824,A,54,6.1NRT,303.8,13.87,D
17.02653,80.18047,332.86,1.59,1.24,2022-05-16,0824,A,70,6.1NRT,304.02,25.76,D
17.12253,80.13203,332.18,1.58,1.24,2022-05-16,0824,A,74,6.1NRT,304.96,23.96,D
17.13361,80.1306,327.67,1.58,1.24,2022-05-16,0824,A,57,6.1NRT,301.29,12.58,D
17.1283,80.08647,329.47,1.57,1.23,2022-05-16,0824,A,54,6.1NRT,304.4,19.83,D
16.77662,76.7128,338.33,1.04,1.02,2022-05-16,0824,A,82,6.1NRT,309.31,16.09,D
17.3573,79.44154,330.25,1.43,1.18,2022-05-16,0824,A,63,6.1NRT,304.72,17.48,D
17.6095,80.18694,330.19,1.62,1.25,2022-05-16,0824,A,56,6.1NRT,300.93,19.47,D
16.75709,73.72272,328.04,1.09,1.04,2022-05-16,0824,A,68,6.1NRT,302.59,11.07,D
16.75554,73.71246,328.34,1.09,1.04,2022-05-16,0824,A,69,6.1NRT,302.71,11.46,D
18.30676,78.66402,323.58,1.31,1.14,2022-05-16,0826,A,21,6.1NRT,296.15,14.08,D
19.13997,82.80344,319.72,2.68,1.57,2022-05-16,0826,A,0,6.1NRT,299.65,22.48,D
19.14562,82.79551,323.99,2.68,1.57,2022-05-16,0826,A,52,6.1NRT,299.23,40.32,D
19.26814,83.28764,321.01,2.93,1.63,2022-05-16,0826,A,51,6.1NRT,296.21,35.57,D
19.26839,83.28319,319.65,2.93,1.63,2022-05-16,0826,A,40,6.1NRT,296.4,29.36,D
19.15623,81.19908,382.62,2.02,1.39,2022-05-16,0826,A,100,6.1NRT,303.75,423.35,D
19.15416,81.18115,325.78,2.02,1.38,2022-05-16,0826,A,63,6.1NRT,301.29,30,D
19.16139,81.2093,356.28,2.03,1.39,2022-05-16,0826,A,98,6.1NRT,299.24,178.51,D
19.15947,81.19163,373.88,2.02,1.39,2022-05-16,0826,A,100,6.1NRT,304.28,328.31,D
18.36139,74.4614,335.25,1.01,1.01,2022-05-16,0826,A,23,6.1NRT,311.27,8.58,D
18.31798,73.38042,330.3,1.08,1.04,2022-05-16,0826,A,33,6.1NRT,311.04,13.37,D
19.57246,83.00816,335.65,2.82,1.6,2022-05-16,0826,A,84,6.1NRT,301.03,104.34,D
19.81623,83.94228,319.89,3.34,1.72,2022-05-16,0826,A,36,6.1NRT,294.7,45.68,D
19.81309,83.91106,319.62,3.32,1.72,2022-05-16,0826,A,31,6.1NRT,296.95,40.09,D
19.81339,83.93445,322.85,3.34,1.72,2022-05-16,0826,A,66,6.1NRT,295.52,65.23,D
19.90308,83.89517,319.32,3.32,1.72,2022-05-16,0826,A,54,6.1NRT,296.45,36.48,D
19.89819,83.88987,319.24,3.32,1.72,2022-05-16,0826,A,55,6.1NRT,296.41,36.17,D
18.73691,73.52052,335.43,1.06,1.03,2022-05-16,0826,A,49,6.1NRT,315.12,16.06,D
19.61986,79.52219,326.61,1.55,1.23,2022-05-16,0826,A,77,6.1NRT,292.93,24.67,D
19.63086,79.5208,325.24,1.55,1.23,2022-05-16,0826,A,72,6.1NRT,291.25,22.57,D
19.20245,74.34839,338.66,1.01,1,2022-05-16,0826,A,78,6.1NRT,320.05,11.91,D
19.12403,73.10184,338.21,1.09,1.04,2022-05-16,0826,A,77,6.1NRT,311.6,16.77,D
19.29353,74.03513,339.83,1.02,1.01,2022-05-16,0826,A,73,6.1NRT,319.98,14.93,D
20.28311,75.20072,339.23,1.01,1,2022-05-16,0826,A,78,6.1NRT,320.14,15.23,D
20.78234,73.62705,332.28,1.02,1.01,2022-05-16,0826,A,54,6.1NRT,313.25,9.63,D
21.40213,77.03722,342.06,1.16,1.07,2022-05-16,0826,A,76,6.1NRT,314.59,30.93,D
22.04173,77.27583,341.19,1.21,1.1,2022-05-16,0826,A,78,6.1NRT,319.6,19.96,D
22.05296,77.28578,339.59,1.22,1.1,2022-05-16,0826,A,78,6.1NRT,319.96,17.05,D
22.05151,77.27439,344.49,1.21,1.1,2022-05-16,0826,A,86,6.1NRT,321.94,27.96,D
22.24738,77.69681,347.02,1.29,1.13,2022-05-16,0826,A,89,6.1NRT,318.32,40.43,D
22.24587,77.68451,342.8,1.29,1.13,2022-05-16,0826,A,84,6.1NRT,318.4,27.27,D
22.3661,77.67445,337.25,1.29,1.13,2022-05-16,0826,A,70,6.1NRT,318.18,16.27,D
22.56609,78.46701,339.15,1.45,1.19,2022-05-16,0826,A,80,6.1NRT,315.47,32.36,D
22.28571,76.1856,345.26,1.09,1.04,2022-05-16,0826,A,69,6.1NRT,319.16,28.05,D
22.29207,76.18953,349.71,1.09,1.04,2022-05-16,0826,A,90,6.1NRT,321.95,42.33,D
22.30273,76.19853,338.21,1.09,1.04,2022-05-16,0826,A,40,6.1NRT,317.89,16.11,D
22.30136,76.18805,341.61,1.09,1.04,2022-05-16,0826,A,67,6.1NRT,320.51,23.18,D
22.79356,76.51629,339.35,1.14,1.06,2022-05-16,0826,A,76,6.1NRT,323.31,12.71,D
23.17648,76.48981,340.42,1.14,1.07,2022-05-16,0826,A,80,6.1NRT,326.28,14.35,D
23.20692,75.39075,339.35,1.04,1.02,2022-05-16,0826,A,79,6.1NRT,320.45,17.56,D
23.89699,78.9062,337.33,1.62,1.25,2022-05-16,0826,A,75,6.1NRT,314.73,21.99,D
23.89586,78.90074,336.13,1.62,1.25,2022-05-16,0826,A,68,6.1NRT,315.01,17.68,D
23.72982,76.21175,341.15,1.12,1.06,2022-05-16,0826,A,82,6.1NRT,322.06,16.62,D
23.66636,75.65792,339.51,1.07,1.03,2022-05-16,0826,A,79,6.1NRT,321.79,16.4,D
23.66498,75.64757,343.24,1.07,1.03,2022-05-16,0826,A,84,6.1NRT,321.8,23.6,D
24.47089,77.08295,336.91,1.26,1.12,2022-05-16,0826,A,54,6.1NRT,316.98,15.84,D
24.47956,73.69241,337.8,1,1,2022-05-16,0826,A,76,6.1NRT,318.04,15.78,D
24.867,74.94821,333.47,1.04,1.02,2022-05-16,0826,A,64,6.1NRT,316.67,9.35,D
25.42879,77.80908,343.35,1.44,1.19,2022-05-16,0826,A,85,6.1NRT,321.27,35.7,D
25.29709,74.53028,335.12,1.02,1.01,2022-05-16,0828,A,70,6.1NRT,320.2,8.2,D
28.62169,76.4156,340.69,1.3,1.13,2022-05-16,0828,A,70,6.1NRT,315.13,28.39,D
30.50257,74.95451,324.45,1.16,1.07,2022-05-16,0828,A,41,6.1NRT,299.92,11.22,D
31.62407,76.48634,327.35,1.44,1.19,2022-05-16,0828,A,9,6.1NRT,305.28,21.18,D
31.48755,72.24964,345.78,1,1,2022-05-16,0828,A,88,6.1NRT,317.95,28.34,D
31.49645,72.2479,333.98,1,1,2022-05-16,0828,A,66,6.1NRT,315.1,9.36,D
31.55045,72.37097,333.52,1,1,2022-05-16,0828,A,66,6.1NRT,313.11,10.09,D
31.54898,72.36054,338.99,1,1,2022-05-16,0828,A,79,6.1NRT,313.67,18.38,D
31.75547,72.65303,334.21,1.01,1.01,2022-05-16,0830,A,66,6.1NRT,312.63,13.11,D
31.76442,72.65131,335.87,1.01,1.01,2022-05-16,0830,A,72,6.1NRT,312.44,14.83,D
31.83146,72.67099,333.65,1.01,1.01,2022-05-16,0830,A,65,6.1NRT,314.94,9.17,D
31.99756,73.56366,328.63,1.06,1.03,2022-05-16,0830,A,48,6.1NRT,307.48,7.48,D
31.96676,72.24767,332.28,1,1,2022-05-16,0830,A,51,6.1NRT,316.21,10.65,D
32.27503,74.22732,339.23,1.12,1.06,2022-05-16,0830,A,80,6.1NRT,318.79,18.09,D
32.37342,74.87097,330.14,1.2,1.09,2022-05-16,0830,A,40,6.1NRT,307.41,14,D
32.11115,72.42983,331.4,1.01,1,2022-05-16,0830,A,54,6.1NRT,315.77,9.38,D
32.31453,73.89315,334.98,1.09,1.04,2022-05-16,0830,A,70,6.1NRT,316.02,12.49,D
32.38118,73.83954,337.33,1.09,1.04,2022-05-16,0830,A,26,6.1NRT,318.63,14.86,D
32.41198,73.85754,336.39,1.09,1.04,2022-05-16,0830,A,73,6.1NRT,318.62,12.31,D
32.7215,74.55797,333.98,1.17,1.08,2022-05-16,0830,A,61,6.1NRT,315.92,14.5,D
32.3603,71.84329,338.99,1,1,2022-05-16,0830,A,78,6.1NRT,319.43,15.22,D
32.87265,74.45631,336.22,1.17,1.07,2022-05-16,0830,A,78,6.1NRT,316.3,19.01,D
32.60463,71.48827,345.16,1,1,2022-05-16,0830,A,87,6.1NRT,324.58,20.25,D
33.1201,74.99347,336.52,1.24,1.11,2022-05-16,0830,A,81,6.1NRT,309.6,30.85,D
33.12537,74.95284,331.3,1.24,1.11,2022-05-16,0830,A,61,6.1NRT,307.28,19.71,D
33.13543,74.95269,328.85,1.24,1.11,2022-05-16,0830,A,49,6.1NRT,311.03,16.27,D
33.13651,74.9598,327.42,1.24,1.11,2022-05-16,0830,A,34,6.1NRT,310.74,12.15,D
33.08433,74.02821,332.18,1.12,1.06,2022-05-16,0830,A,62,6.1NRT,313.53,13.18,D
33.17628,74.10275,336.99,1.13,1.06,2022-05-16,0830,A,44,6.1NRT,312.83,26.32,D
33.18571,74.10082,347.9,1.13,1.06,2022-05-16,0830,A,91,6.1NRT,311.25,48.06,D
33.18427,74.08915,343.96,1.13,1.06,2022-05-16,0830,A,88,6.1NRT,312.61,36.61,D
33.18281,74.07735,335.69,1.13,1.06,2022-05-16,0830,A,68,6.1NRT,314.62,19.39,D
33.18133,74.06541,335.69,1.13,1.06,2022-05-16,0830,A,63,6.1NRT,314.27,19.78,D
33.1937,74.0873,338.78,1.13,1.06,2022-05-16,0830,A,79,6.1NRT,311.68,25.89,D
33.19223,74.07545,348.03,1.13,1.06,2022-05-16,0830,A,91,6.1NRT,313.9,45.66,D
33.20521,74.0248,331.99,1.13,1.06,2022-05-16,0830,A,43,6.1NRT,313.46,13.27,D
33.20371,74.01286,333.79,1.13,1.06,2022-05-16,0830,A,68,6.1NRT,311.69,16.22,D
33.21671,74.0051,331.89,1.13,1.06,2022-05-16,0830,A,62,6.1NRT,312.76,14.58,D
33.28305,73.79381,331,1.11,1.05,2022-05-16,0830,A,39,6.1NRT,312.7,12.66,D
33.38145,73.85395,343.31,1.12,1.05,2022-05-16,0830,A,85,6.1NRT,316.24,31.16,D
33.41108,73.86081,346.89,1.12,1.05,2022-05-16,0830,A,89,6.1NRT,315.47,38.87,D
33.40965,73.8493,338.25,1.12,1.05,2022-05-16,0830,A,78,6.1NRT,317.91,20.48,D
33.47655,73.72145,332.42,1.1,1.05,2022-05-16,0830,A,55,6.1NRT,313.75,12.6,D
33.47509,73.70969,342.69,1.1,1.05,2022-05-16,0830,A,85,6.1NRT,317.39,30.35,D
33.48587,73.71954,339.71,1.1,1.05,2022-05-16,0830,A,79,6.1NRT,313.47,23.95,D
33.48442,73.70801,346.82,1.1,1.05,2022-05-16,0830,A,89,6.1NRT,317.52,38.4,D
33.55126,73.66697,359.38,1.1,1.05,2022-05-16,0830,A,99,6.1NRT,318.01,70.56,D
33.54975,73.65485,366.55,1.1,1.05,2022-05-16,0830,A,100,6.1NRT,318.66,95.19,D
33.54339,73.45354,329.99,1.08,1.04,2022-05-16,0830,A,54,6.1NRT,312.15,9.24,D
33.5541,73.46329,332.71,1.08,1.04,2022-05-16,0830,A,59,6.1NRT,312.27,13.94,D
33.55265,73.45195,349.8,1.08,1.04,2022-05-16,0830,A,93,6.1NRT,314.14,45.74,D
33.56191,73.45029,336.48,1.08,1.04,2022-05-16,0830,A,76,6.1NRT,314.6,17.88,D
33.59563,73.49155,331.1,1.09,1.04,2022-05-16,0830,A,50,6.1NRT,313.68,11.59,D
33.64391,73.3688,331.84,1.08,1.04,2022-05-16,0830,A,73,6.1NRT,313.54,14.77,D
33.79799,73.13976,367.16,1.06,1.03,2022-05-16,0830,A,100,6.1NRT,304.77,104.32,D
33.79652,73.12846,351.02,1.06,1.03,2022-05-16,0830,A,94,6.1NRT,303.12,57.36,D
33.84384,73.07965,328.84,1.06,1.03,2022-05-16,0830,A,49,6.1NRT,301.36,19.33,D
34.43419,73.09467,325.49,1.07,1.03,2022-05-16,0830,A,18,6.1NRT,307.37,9.2,D
34.43344,72.87211,325.73,1.06,1.03,2022-05-16,0830,A,51,6.1NRT,311.14,6.12,D
34.45124,72.87342,336.04,1.06,1.03,2022-05-16,0830,A,82,6.1NRT,309.51,24.42,D
34.51323,73.28693,332.09,1.09,1.04,2022-05-16,0830,A,72,6.1NRT,306.85,19.58,D
34.51186,73.27607,335.29,1.09,1.04,2022-05-16,0830,A,83,6.1NRT,311.04,23.63,D
34.49425,73.13644,330.95,1.08,1.04,2022-05-16,0830,A,41,6.1NRT,309.92,14.1,D
34.51079,73.19243,327.21,1.08,1.04,2022-05-16,0830,A,57,6.1NRT,310.94,11.13,D
34.50917,73.17972,326.21,1.08,1.04,2022-05-16,0830,A,43,6.1NRT,308.01,10.1,D
34.50338,73.134,354.01,1.08,1.04,2022-05-16,0830,A,96,6.1NRT,307.2,62.28,D
34.50185,73.12202,343.42,1.08,1.04,2022-05-16,0830,A,86,6.1NRT,306.8,38.29,D
34.51098,73.11969,331.7,1.08,1.04,2022-05-16,0830,A,62,6.1NRT,303.9,20.97,D
38.52144,68.56442,322.59,1.03,1.02,2022-05-16,0833,A,71,6.1NRT,309.16,9.18,D
38.55561,68.73061,323.87,1.02,1.01,2022-05-16,0833,A,54,6.1NRT,307.81,8.99,D
39.42404,67.21606,319.04,1.1,1.05,2022-05-16,0833,A,38,6.1NRT,297.76,13.14,D
39.76073,67.27128,319.05,1.09,1.04,2022-05-16,0833,A,34,6.1NRT,304.1,7.44,D
20.79226,85.25127,309.02,1.4,1.17,2022-05-16,1609,T,68,6.1NRT,294.34,8.61,N
20.95762,85.17273,309.2,1.41,1.18,2022-05-16,1609,T,68,6.1NRT,295.76,7.8,N
20.96491,85.17879,310.93,1.41,1.18,2022-05-16,1609,T,59,6.1NRT,295.9,9.53,N
20.96266,85.16546,309.65,1.41,1.18,2022-05-16,1609,T,40,6.1NRT,295.9,7.63,N
23.67917,86.08846,308.82,1.15,1.07,2022-05-16,1611,T,73,6.1NRT,293.72,6.91,N
23.77148,86.21204,304.01,1.13,1.06,2022-05-16,1611,T,39,6.1NRT,289.51,4.48,N
24.90499,83.81118,308.11,1.47,1.2,2022-05-16,1611,T,42,6.1NRT,290.61,8.32,N
24.94005,83.75906,314.67,1.48,1.2,2022-05-16,1611,T,72,6.1NRT,291.6,16.79,N
24.95467,83.65044,316.69,1.51,1.21,2022-05-16,1611,T,93,6.1NRT,291.49,17.43,N
24.94641,83.64589,308.99,1.51,1.21,2022-05-16,1611,T,73,6.1NRT,292.93,6.58,N
33.48302,73.71867,304.4,4.41,1.93,2022-05-16,1613,T,60,6.1NRT,293.51,32.77,N
34.49762,73.17786,301,4.47,1.94,2022-05-16,1613,T,36,6.1NRT,290.89,30.39,N
37.59293,61.52842,303.37,1.03,1.01,2022-05-16,1754,T,55,6.1NRT,292.46,6.01,N
34.44582,73.11117,304.22,2.6,1.55,2022-05-16,2034,A,59,6.1NRT,290.97,24.75,N
33.48941,73.71796,313.32,2.3,1.47,2022-05-16,2034,A,87,6.1NRT,294.9,34.79,N
33.48753,73.74166,321.43,2.29,1.47,2022-05-16,2034,A,100,6.1NRT,294.55,59.6,N
33.47857,73.73417,327.97,2.29,1.47,2022-05-16,2034,A,100,6.1NRT,295.26,83.64,N
33.38991,73.84585,305.85,2.25,1.45,2022-05-16,2034,A,65,6.1NRT,293.01,16.62,N
33.39127,73.83962,303.72,2.25,1.45,2022-05-16,2034,A,57,6.1NRT,293,13.2,N
33.32161,73.88495,307.88,2.23,1.45,2022-05-16,2034,A,73,6.1NRT,294.62,20.93,N
33.30673,73.90628,307.89,2.23,1.45,2022-05-16,2034,A,71,6.1NRT,293.96,21.22,N
33.30972,73.8997,306.84,2.23,1.45,2022-05-16,2034,A,26,6.1NRT,294.26,17.58,N
33.15034,75.08501,305.77,1.85,1.33,2022-05-16,2034,A,66,6.1NRT,292.4,15.49,N
33.13572,74.98264,304.11,1.88,1.34,2022-05-16,2034,A,53,6.1NRT,292.05,12.32,N
33.13381,75.00321,305.78,1.87,1.34,2022-05-16,2034,A,66,6.1NRT,291.83,14.84,N
33.12512,74.96575,305.93,1.89,1.34,2022-05-16,2034,A,29,6.1NRT,290.61,14.62,N
31.47683,76.50896,305.74,1.43,1.18,2022-05-16,2034,A,65,6.1NRT,291.11,10.32,N
31.47512,76.5241,320.42,1.43,1.18,2022-05-16,2034,A,100,6.1NRT,292.65,29.92,N
28.53332,82.25085,301.65,1.08,1.04,2022-05-16,2034,A,43,6.1NRT,290.31,5.61,N
25.74959,78.10391,307.14,1.05,1.02,2022-05-16,2034,A,64,6.1NRT,296.99,5.74,N
24.94881,81.7739,313.77,1.13,1.06,2022-05-16,2034,A,86,6.1NRT,301.91,8.3,N
25.08347,77.12622,313.59,1.12,1.06,2022-05-16,2034,A,85,6.1NRT,296.96,11.68,N
24.16988,82.68518,311.27,1.29,1.13,2022-05-16,2034,A,7,6.1NRT,296.66,11.51,N
24.67699,78.34584,314.07,1.02,1.01,2022-05-16,2034,A,87,6.1NRT,298.91,10.34,N
24.67559,78.35581,308.69,1.02,1.01,2022-05-16,2034,A,70,6.1NRT,298.55,6.24,N
23.97275,80.88582,308.92,1.07,1.03,2022-05-16,2036,A,72,6.1NRT,295.54,7.67,N
20.96966,85.17457,304.75,2.17,1.43,2022-05-16,2036,A,59,6.1NRT,291.5,11.54,N
21.47164,77.18267,315.17,1.05,1.02,2022-05-16,2036,A,89,6.1NRT,296.6,11.31,N
21.46884,77.20271,307.9,1.04,1.02,2022-05-16,2036,A,47,6.1NRT,296.76,5.76,N
21.45974,77.20123,306.28,1.04,1.02,2022-05-16,2036,A,22,6.1NRT,295.94,4.56,N
37.32177,100.1435,314.19,1.15,1.07,2022-05-17,0414,T,41,6.1NRT,298.64,3.58,D
23.8303,97.6802,314.5,1.39,1.17,2022-05-17,0419,T,42,6.1NRT,297,10.24,D
22.09286,94.21438,317.23,1.02,1.01,2022-05-17,0419,T,56,6.1NRT,295.22,7.13,D
20.9646,85.17524,321.41,2.63,1.56,2022-05-17,0419,T,61,6.1NRT,297.37,28.73,D
18.7025,98.32997,312.17,1.91,1.35,2022-05-17,0419,T,29,6.1NRT,290.18,17.02,D
6.97423,81.83644,312.43,2.99,1.64,2022-05-17,0423,T,33,6.1NRT,290.48,19.72,D
34.64465,73.03434,320.76,1.03,1.02,2022-05-17,0555,T,74,6.1NRT,303.01,8.32,D
34.53747,73.24565,319.91,1.05,1.02,2022-05-17,0555,T,69,6.1NRT,305.24,6.67,D
34.54073,73.10681,316.5,1.04,1.02,2022-05-17,0555,T,35,6.1NRT,300.76,5.32,D
34.49949,73.19008,321.85,1.04,1.02,2022-05-17,0555,T,66,6.1NRT,303.98,8.12,D
34.46115,73.08347,327.08,1.04,1.02,2022-05-17,0555,T,69,6.1NRT,302.57,14.16,D
34.45216,73.08127,358.41,1.04,1.02,2022-05-17,0555,T,99,6.1NRT,303.96,74.38,D
33.92204,73.04031,324.97,1.04,1.02,2022-05-17,0555,T,70,6.1NRT,306.02,9.71,D
33.89175,73.17184,320.66,1.05,1.02,2022-05-17,0555,T,60,6.1NRT,303.98,7.06,D
33.65799,73.91966,320.05,1.12,1.05,2022-05-17,0555,T,39,6.1NRT,304.59,6.36,D
33.6825,73.49828,321.65,1.08,1.04,2022-05-17,0555,T,38,6.1NRT,303.67,8.54,D
33.67334,73.49597,321.72,1.08,1.04,2022-05-17,0555,T,56,6.1NRT,304.02,7.9,D
33.57408,73.30294,328.67,1.07,1.03,2022-05-17,0555,T,73,6.1NRT,309.52,10.09,D
33.35481,73.86266,321.5,1.12,1.06,2022-05-17,0555,T,52,6.1NRT,304.93,8.13,D
33.18783,74.67703,316.96,1.22,1.1,2022-05-17,0555,T,58,6.1NRT,299.34,9.65,D
33.13577,74.9765,321.6,1.27,1.12,2022-05-17,0555,T,48,6.1NRT,299.66,13.78,D
33.13352,74.9893,324.2,1.27,1.12,2022-05-17,0555,T,70,6.1NRT,299.61,18.12,D
33.13121,75.00251,322.23,1.27,1.12,2022-05-17,0555,T,63,6.1NRT,299.49,15.81,D
33.42886,72.82539,330.19,1.04,1.02,2022-05-17,0555,T,66,6.1NRT,313.04,9.14,D
33.07291,74.51351,322.21,1.21,1.09,2022-05-17,0555,T,63,6.1NRT,304.48,8.23,D
32.63301,75.41598,324.82,1.36,1.16,2022-05-17,0555,T,54,6.1NRT,304.2,12.03,D
32.62654,75.40864,323.61,1.36,1.16,2022-05-17,0555,T,35,6.1NRT,305.28,11.17,D
32.62402,75.42287,322.6,1.36,1.16,2022-05-17,0555,T,26,6.1NRT,304.22,9.11,D
33.26764,71.32849,333.56,1,1,2022-05-17,0555,T,72,6.1NRT,313.43,11.07,D
32.42366,74.97334,330.56,1.3,1.13,2022-05-17,0555,T,76,6.1NRT,311.11,14.87,D
32.42123,74.98685,329.77,1.3,1.13,2022-05-17,0555,T,77,6.1NRT,311.46,12.75,D
32.42325,74.98083,333,1.3,1.13,2022-05-17,0555,T,78,6.1NRT,311.53,17.8,D
32.22043,75.57658,329.53,1.41,1.18,2022-05-17,0555,T,77,6.1NRT,309.26,17.3,D
32.87714,71.47433,333.17,1,1,2022-05-17,0555,T,53,6.1NRT,313.15,11.87,D
32.83842,71.48815,331.73,1,1,2022-05-17,0555,T,64,6.1NRT,313.41,8.1,D
32.69618,71.51168,332.04,1,1,2022-05-17,0555,T,66,6.1NRT,314.6,9,D
32.40837,72.07207,339.44,1.02,1.01,2022-05-17,0557,T,81,6.1NRT,312.71,24.45,D
31.4725,76.51192,326.3,1.67,1.27,2022-05-17,0557,T,73,6.1NRT,302.7,27.74,D
31.82991,74.47803,333.17,1.25,1.11,2022-05-17,0557,T,75,6.1NRT,310.59,16.69,D
32.43521,70.51503,332.04,1.01,1,2022-05-17,0557,T,63,6.1NRT,314.36,7.46,D
31.50459,75.65954,326.7,1.47,1.2,2022-05-17,0557,T,71,6.1NRT,307.52,13.17,D
31.39901,75.78734,334.93,1.51,1.21,2022-05-17,0557,T,82,6.1NRT,308.69,31.8,D
31.16507,75.86338,331.55,1.54,1.22,2022-05-17,0557,T,79,6.1NRT,308.96,22,D
31.7509,72.3725,330.28,1.04,1.02,2022-05-17,0557,T,35,6.1NRT,311.78,8.92,D
31.08228,75.68958,328.46,1.51,1.21,2022-05-17,0557,T,73,6.1NRT,308.43,12.21,D
31.02584,75.91566,329.81,1.56,1.23,2022-05-17,0557,T,76,6.1NRT,308.07,21.02,D
30.93484,76.09589,333.39,1.61,1.25,2022-05-17,0557,T,81,6.1NRT,308.76,26.62,D
31.56849,72.30379,332.61,1.04,1.02,2022-05-17,0557,T,61,6.1NRT,314.34,11.83,D
30.81817,74.30734,337.19,1.27,1.12,2022-05-17,0557,T,72,6.1NRT,307.73,30.88,D
30.80826,74.30505,335.74,1.27,1.12,2022-05-17,0557,T,68,6.1NRT,308.66,26.76,D
31.1408,70.60841,332.17,1,1,2022-05-17,0557,T,35,6.1NRT,316.73,9.39,D
30.86216,70.74814,357.9,1,1,2022-05-17,0557,T,98,6.1NRT,319.5,55.85,D
30.61546,71.77341,332.87,1.03,1.01,2022-05-17,0557,T,62,6.1NRT,316.06,10.81,D
29.86626,70.81049,338.85,1,1,2022-05-17,0557,T,0,6.1NRT,318.87,18.43,D
26.34878,77.55637,332.09,2.54,1.53,2022-05-17,0557,T,63,6.1NRT,310.98,40.95,D
27.42055,67.96492,335.21,1.08,1.04,2022-05-17,0557,T,70,6.1NRT,317.81,11.65,D
25.24269,76.86961,332.7,2.41,1.5,2022-05-17,0557,T,63,6.1NRT,315.79,26.32,D
25.39085,74.75339,330.92,1.7,1.28,2022-05-17,0557,T,49,6.1NRT,312.64,15.81,D
23.41799,75.4176,332.7,2.07,1.4,2022-05-17,0559,T,70,6.1NRT,312.61,32.26,D
23.41668,75.41077,330.28,2.07,1.4,2022-05-17,0559,T,62,6.1NRT,312.12,24.59,D
24.59419,68.00135,328.71,1.03,1.01,2022-05-17,0559,T,46,6.1NRT,311.98,10.08,D
22.74983,72.0052,358.23,1.27,1.12,2022-05-17,0559,T,98,6.1NRT,315.57,85.72,D
21.39189,77.0488,344.83,3.02,1.65,2022-05-17,0559,T,87,6.1NRT,308.23,179.96,D
21.90302,72.74895,333,1.45,1.19,2022-05-17,0559,T,70,6.1NRT,313.13,21.66,D
21.90063,72.7627,332.26,1.45,1.19,2022-05-17,0559,T,68,6.1NRT,312.54,20.6,D
22.3181,69.88308,343.83,1.04,1.02,2022-05-17,0559,T,86,6.1NRT,314.24,30.4,D
21.48289,72.69249,342.28,1.46,1.19,2022-05-17,0559,T,85,6.1NRT,308.63,57.09,D
19.81243,84.17673,316.88,1.54,1.22,2022-05-17,0731,A,31,6.1NRT,297.34,12.08,D
19.8377,83.6545,326.25,1.68,1.27,2022-05-17,0731,A,74,6.1NRT,298.4,33.56,D
19.85677,83.69739,347.9,1.66,1.27,2022-05-17,0731,A,93,6.1NRT,300.62,98.36,D
19.87665,83.67809,325.22,1.67,1.27,2022-05-17,0731,A,60,6.1NRT,300.62,28.08,D
19.88615,83.67147,327.17,1.67,1.27,2022-05-17,0731,A,75,6.1NRT,299.01,34.67,D
19.48146,80.96208,321.25,2.69,1.57,2022-05-17,0731,A,65,6.1NRT,296.23,41.12,D
19.47237,80.95632,319.77,2.69,1.57,2022-05-17,0731,A,58,6.1NRT,296.34,34.74,D
20.95856,85.18086,326.2,1.28,1.12,2022-05-17,0731,A,54,6.1NRT,302.04,13.24,D
21.43427,85.51121,338.17,1.21,1.09,2022-05-17,0731,A,85,6.1NRT,302.58,37.36,D
21.43243,85.49986,323.12,1.21,1.09,2022-05-17,0731,A,59,6.1NRT,301.63,11.54,D
21.49578,85.38652,325.94,1.22,1.1,2022-05-17,0731,A,64,6.1NRT,304.18,12.35,D
21.68553,85.16947,321.89,1.25,1.11,2022-05-17,0731,A,57,6.1NRT,299.07,14.4,D
22.68691,85.25724,323.5,1.2,1.09,2022-05-17,0731,A,57,6.1NRT,302.84,8.74,D
23.77055,86.20215,331.2,1.06,1.03,2022-05-17,0731,A,75,6.1NRT,307.95,12.42,D
22.63581,79.49961,337.42,2.94,1.63,2022-05-17,0731,A,59,6.1NRT,319.96,52.21,D
22.6303,79.47164,340.22,2.96,1.64,2022-05-17,0731,A,81,6.1NRT,319.64,74,D
22.6367,79.49496,338.62,2.94,1.63,2022-05-17,0731,A,79,6.1NRT,319.95,69.11,D
22.63098,79.46693,336.13,2.96,1.64,2022-05-17,0731,A,75,6.1NRT,319.57,48.96,D
24.4228,83.22405,341.38,1.47,1.2,2022-05-17,0731,A,83,6.1NRT,313.85,40.95,D
